model_id,model_make_id,model_name,model_trim,model_year,model_body,model_engine_position,model_engine_cc,model_engine_cyl,model_engine_type,model_engine_fuel,model_transmission_type,model_drive
4490,bmw,Z4,2.0i Roadster,2006,Convertible,Front,2501,6,in-line,Gasoline,Manual,Rear
5075,bmw,Z4,2.0i Roadster,2006,Convertible,Front,1995,4,in-line,Gasoline - Premium,Manual,Rear
4576,bmw,Z4,2.2i Roadster,2006,Convertible,Front,2170,6,in-line,Gasoline - Premium,Manual,Rear
57396,bmw,Z4,2.2i Roadster Automatic,2006,Convertible,Front,2170,6,in-line,Gasoline - Premium,Automatic,Rear
4863,bmw,Z4,2.5i,2006,Convertible,Front,2494,6,in-line,Gasoline,Manual,Rear
4196,bmw,Z4,2.5i Roadster,2006,Convertible,Front,2492,6,in-line,Gasoline - Premium,Manual,Rear
57397,bmw,Z4,2.5i Roadster Automatic,2006,Convertible,Front,2492,6,in-line,Gasoline - Premium,Automatic,Rear
5100,bmw,Z4,3.0i,2006,Convertible,Front,2979,6,in-line,Gasoline,Manual,Rear
5762,bmw,Z4,3.0i Roadster,2006,Convertible,Front,2979,6,in-line,Gasoline - Premium,Manual,Rear
4987,bmw,Z4,3.0si Coupe,2006,Coupe,Front,2999,6,in-line,Gasoline - Premium,Manual,Rear
4446,bmw,Z4,M Coupe,2006,Coupe,Front,3246,6,in-line,Gasoline - Premium,Manual,Rear
4453,bmw,Z4,M Roadster,2006,Convertible,Front,3246,6,in-line,Gasoline - Premium,Manual,Rear
4833,bmw,116,i,2007,Sedan,Front,1594,4,in-line,Gasoline,Manual,Rear
5731,bmw,116,i Exclusive,2007,Sedan,Front,1594,4,in-line,Gasoline,Manual,Rear
4613,bmw,116,i Sport,2007,Sedan,Front,1596,4,in-line,Gasoline,Manual,Rear
5647,bmw,118,i,2007,Sedan,Front,1995,4,in-line,Gasoline - Premium,Manual,Rear
5060,bmw,118,i Automatic,2007,Sedan,Front,1995,4,in-line,Gasoline - Premium,Automatic,Rear
5631,bmw,118,i Exclusive,2007,Sedan,Front,1995,4,in-line,Gasoline - Premium,Manual,Rear
5101,bmw,118,i Exclusive Automatic,2007,Sedan,Front,1994,4,in-line,Gasoline - Premium,Automatic,Rear
4816,bmw,118,i Sport,2007,Sedan,Front,1995,4,in-line,Gasoline - Premium,Manual,Rear
5482,bmw,118,i Sport Automatic,2007,Sedan,Front,1995,4,in-line,Gasoline - Premium,Automatic,Rear
4928,bmw,120,d,2007,Sedan,Front,1995,4,in-line,Diesel,Manual,Rear
4669,bmw,120,d Automatic,2007,Sedan,Front,1995,4,in-line,Diesel,Automatic,Rear
4784,bmw,120,d Exclusive,2007,Sedan,Front,1995,4,in-line,Diesel,Manual,Rear
4561,bmw,120,d Exclusive Automatic,2007,Sedan,Front,1995,4,in-line,Diesel,Automatic,Rear
4436,bmw,120,d Sport,2007,Sedan,Front,1995,4,in-line,Diesel,Manual,Rear
4918,bmw,120,d Sport Automatic,2007,Sedan,Front,1995,4,in-line,Diesel,Automatic,Rear
4973,bmw,120,i,2007,Sedan,Front,1995,4,in-line,Gasoline,Manual,Rear
4777,bmw,120,i Automatic,2007,Sedan,Front,1995,4,in-line,Gasoline,Automatic,Rear
4658,bmw,120,i Exclusive,2007,Sedan,Front,1995,4,in-line,Gasoline,Manual,Rear
5596,bmw,120,i Exclusive Automatic,2007,Sedan,Front,1995,4,in-line,Gasoline,Automatic,Rear
4304,bmw,120,i Sport,2007,Sedan,Front,1995,4,in-line,Gasoline,Manual,Rear
4698,bmw,120,i Sport Automatic,2007,Sedan,Front,1994,4,in-line,Gasoline,Automatic,Rear
5357,bmw,130,i,2007,Hatchback,Front,2996,6,in-line,Gasoline - Premium,Manual,Rear
5007,bmw,130,i Automatic,2007,Hatchback,Front,2996,6,in-line,Gasoline - Premium,Automatic,Rear
4979,bmw,130,i Coupe,2007,Hatchback,Front,2979,6,in-line,Gasoline - Premium,Manual,Rear
5128,bmw,130,i Sport,2007,Hatchback,Front,2994,6,in-line,Gasoline - Premium,Manual,Rear
4175,bmw,130,i Sport Automatic,2007,Hatchback,Front,2994,6,in-line,Gasoline - Premium,Automatic,Rear
5716,bmw,318,Ci Cabriolet,2007,Convertible,Front,1994,4,in-line,Gasoline - Premium,Manual,Rear
53004,bmw,318,Ci Cabriolet Automatic,2007,Convertible,Front,1994,4,in-line,Gasoline - Premium,Automatic,Rear
4252,bmw,318,d,2007,Sedan,Front,1994,4,in-line,Diesel,Manual,Rear
5095,bmw,318,d Touring,2007,Station Wagon,Front,1994,4,in-line,Diesel,Manual,Rear
4752,bmw,318,i,2007,Sedan,Front,1995,4,in-line,Gasoline - Premium,Manual,Rear
53005,bmw,318,i Automatic,2007,Sedan,Front,1995,4,in-line,Gasoline - Premium,Automatic,Rear
4340,bmw,318,i Touring,2007,Station Wagon,Front,1995,4,in-line,Gasoline - Premium,Manual,Rear
5707,bmw,320,Cd,2007,Coupe,Front,1995,4,in-line,Diesel,Manual,Rear
53027,bmw,320,Cd Automatic,2007,Coupe,Front,1995,4,in-line,Diesel,Automatic,Rear
5487,bmw,320,Ci,2007,Coupe,Front,2171,6,in-line,Gasoline - Premium,Manual,Rear
53028,bmw,320,Ci Automatic,2007,Coupe,Front,2171,6,in-line,Gasoline - Premium,Automatic,Rear
5255,bmw,320,Ci Cabriolet,2007,Convertible,Front,2169,6,in-line,Gasoline - Premium,Manual,Rear
53029,bmw,320,Ci Cabriolet Automatic,2007,Convertible,Front,2169,6,in-line,Gasoline - Premium,Automatic,Rear
4779,bmw,320,d,2007,Sedan,Front,1993,4,in-line,Diesel,Manual,Rear
4786,bmw,320,d Automatic,2007,Sedan,Front,1995,4,in-line,Diesel,Automatic,Rear
5311,bmw,320,d Automatic E90,2007,Sedan,Front,1995,4,in-line,Diesel,Automatic,Rear
4965,bmw,320,d E90,2007,Sedan,Front,1995,4,in-line,Diesel,Manual,Rear
5293,bmw,320,d Exclusive,2007,Sedan,Front,1995,4,in-line,Diesel,Automatic,Rear
5555,bmw,320,d Exclusive Automatic,2007,Sedan,Front,1994,4,in-line,Diesel,Automatic,Rear
5632,bmw,320,d Sport,2007,Sedan,Front,1995,4,in-line,Diesel,Manual,Rear
4732,bmw,320,d Sport Automatic,2007,Sedan,Front,1995,4,in-line,Diesel,Automatic,Rear
5083,bmw,320,d Start,2007,Sedan,Front,1995,4,in-line,Diesel,Manual,Rear
5155,bmw,320,d Start Automatic,2007,Sedan,Front,1995,4,in-line,Diesel,Automatic,Rear
4835,bmw,320,d Touring,2007,Station Wagon,Front,1995,4,in-line,Diesel,Manual,Rear
4691,bmw,320,d Touring Automatic,2007,Station Wagon,Front,1995,4,in-line,Diesel,Automatic,Rear
4225,bmw,320,d Touring Exclusive,2007,Station Wagon,Front,1995,4,in-line,Diesel,Manual,Rear
5709,bmw,320,d Touring Exclusive Automatic,2007,Station Wagon,Front,1995,4,in-line,Diesel,Automatic,Rear
4977,bmw,320,d Touring Sport,2007,Station Wagon,Front,1995,4,in-line,Diesel,Manual,Rear
4703,bmw,320,i,2007,Sedan,Front,1993,4,in-line,Gasoline - Premium,Manual,Rear
53031,bmw,320,i Automatic,2007,Sedan,Front,1993,4,in-line,Gasoline - Premium,Automatic,Rear
4251,bmw,320,i E90,2007,Sedan,Front,1994,4,in-line,Gasoline - Premium,Manual,Rear
5506,bmw,320,i Exclusive Automatic,2007,Sedan,Front,1993,4,in-line,Gasoline - Premium,Automatic,Rear
4426,bmw,320,i Exclusive E90,2007,Sedan,Front,1995,4,in-line,Gasoline - Premium,Manual,Rear
5203,bmw,320,i Sport,2007,Sedan,Front,1995,4,in-line,Gasoline - Premium,Manual,Rear
4202,bmw,320,i Sport Automatic,2007,Sedan,Front,1994,4,in-line,Gasoline - Premium,Automatic,Rear
5421,bmw,320,i Start Automatic,2007,Sedan,Front,1994,4,in-line,Gasoline - Premium,Automatic,Rear
5686,bmw,320,i Steptronic,2007,Sedan,Front,1995,4,in-line,Gasoline - Premium,Automatic,Rear
4879,bmw,320,i Touring,2007,Station Wagon,Front,1995,4,in-line,Gasoline - Premium,Manual,Rear
5217,bmw,320,i Touring Automatic,2007,Station Wagon,Front,1993,4,in-line,Gasoline - Premium,Automatic,Rear
4216,bmw,320,i Touring Exclusive,2007,Station Wagon,Front,1995,6,in-line,Gasoline - Premium,Manual,Rear
4438,bmw,320,i Touring Exclusive Automatic,2007,Station Wagon,Front,1995,4,in-line,Gasoline - Premium,Automatic,Rear
5380,bmw,320,i Touring Sport,2007,Station Wagon,Front,1995,4,in-line,Gasoline - Premium,Manual,Rear
5476,bmw,323,i Automatic,2007,Sedan,Front,2497,6,in-line,Gasoline,Automatic,Rear
4367,bmw,323,i Exclusive,2007,Sedan,Front,2497,6,in-line,Gasoline,Manual,Rear
5466,bmw,323,i Exclusive Automatic,2007,Sedan,Front,2497,6,in-line,Gasoline,Automatic,Rear
4980,bmw,323,i Sport,2007,Sedan,Front,2497,6,in-line,Gasoline,Manual,Rear
5425,bmw,323,i Sport Automatic,2007,Sedan,Front,2497,6,in-line,Gasoline,Automatic,Rear
5726,bmw,325,Ci,2007,Coupe,Front,2493,6,in-line,Gasoline - Premium,Manual,Rear
53063,bmw,325,Ci Automatic,2007,Coupe,Front,2493,6,in-line,Gasoline - Premium,Automatic,Rear
5082,bmw,325,Ci Cabriolet,2007,Convertible,Front,2493,6,in-line,Gasoline - Premium,Manual,Rear
53064,bmw,325,Ci Cabriolet Automatic,2007,Convertible,Front,2493,6,in-line,Gasoline - Premium,Automatic,Rear
5681,bmw,325,i,2007,Sedan,Front,2495,6,in-line,Gasoline - Premium,Manual,Rear
53065,bmw,325,i Automatic,2007,Sedan,Front,2495,6,in-line,Gasoline - Premium,Automatic,Rear
5672,bmw,325,i Ci Coupe,2007,Coupe,Front,2494,6,in-line,Gasoline,Manual,Rear
5337,bmw,325,i Ci Coupe Automatic,2007,Coupe,Front,2494,6,in-line,Gasoline,Automatic,Rear
4945,bmw,325,i Coupe,2007,Hatchback,Front,2497,6,in-line,Gasoline - Premium,Manual,Rear
4187,bmw,325,i Coupe Automatic,2007,Coupe,Front,2497,6,in-line,Gasoline,Manual,Rear
5146,bmw,325,i Coupe Exclusive,2007,Coupe,Front,2497,6,in-line,Gasoline,Manual,Rear
5018,bmw,325,i Coupe Exclusive Automatic,2007,Coupe,Front,2497,6,in-line,Gasoline,Automatic,Rear
4644,bmw,325,i Exclusive,2007,Sedan,Front,2497,6,in-line,Gasoline,Manual,Rear
5319,bmw,325,i Exclusive Automatic,2007,Sedan,Front,2497,6,in-line,Gasoline,Automatic,Rear
4956,bmw,325,i Exclusive Automatic E90,2007,Sedan,Front,2497,6,in-line,Gasoline,Automatic,Rear
4610,bmw,325,i Sport Automatic,2007,Sedan,Front,2497,6,in-line,Gasoline,Automatic,Rear
4673,bmw,325,i Steptronic,2007,Sedan,Front,2497,6,in-line,Gasoline,Automatic,Rear
5748,bmw,325,i Touring,2007,Station Wagon,Front,2497,6,in-line,Gasoline,Manual,Rear
5474,bmw,325,i Touring Automatic,2007,Station Wagon,Front,2497,6,in-line,Gasoline,Automatic,Rear
4509,bmw,325,i Touring Exclusive,2007,Station Wagon,Front,2495,6,in-line,Gasoline,Manual,Rear
4408,bmw,325,i Touring Exclusive Automatic,2007,Station Wagon,Front,2497,6,in-line,Gasoline,Automatic,Rear
5279,bmw,325,i Touring Sport,2007,Station Wagon,Front,2497,6,in-line,Gasoline,Manual,Rear
4265,bmw,325,xi,2007,Sedan,Front,2497,6,in-line,Gasoline - Premium,Manual,4WD
53067,bmw,325,xi Automatic,2007,Sedan,Front,2497,6,in-line,Gasoline - Premium,Automatic,4WD
5216,bmw,325,xi Touring,2007,Station Wagon,Front,2497,6,in-line,Gasoline - Premium,Manual,4WD
53068,bmw,325,xi Touring Automatic,2007,Station Wagon,Front,2497,6,in-line,Gasoline - Premium,Automatic,4WD
4393,bmw,328,i,2007,Sedan,Front,3001,6,in-line,Gasoline,Manual,Rear
5704,bmw,328,i Convertible,2007,Convertible,Front,2996,6,in-line,Gasoline,Manual,4WD
5058,bmw,328,i Coupe,2007,Coupe,Front,2995,6,in-line,Gasoline,Manual,4WD
5364,bmw,328,i Sedan,2007,Sedan,Front,2996,6,in-line,Gasoline,Manual,4WD
4730,bmw,328,i Sportswagon,2007,Station Wagon,Front,2996,6,in-line,Gasoline,Manual,4WD
4538,bmw,328,xi,2007,Sedan,Front,2999,6,in-line,Gasoline,Manual,4WD
5173,bmw,328,xi Coupe,2007,Coupe,Front,2995,6,in-line,Gasoline,Manual,4WD
5286,bmw,328,xi Sedan,2007,Sedan,Front,2996,6,in-line,Gasoline,Manual,4WD
5502,bmw,328,xi Sportswagon,2007,Station Wagon,Front,2996,6,in-line,Gasoline,Manual,4WD
5240,bmw,330, Automatic,2007,Sedan,Front,2926,6,in-line,Diesel,Automatic,Rear
5697,bmw,330,Cd,2007,Coupe,Front,2993,6,in-line,Diesel,Automatic,Rear
4657,bmw,330,Cd Cabriolet,2007,Convertible,Front,2993,6,in-line,Diesel,Automatic,Rear
5590,bmw,330,Ci,2007,Coupe,Front,2979,6,in-line,Gasoline - Premium,Manual,Rear
53101,bmw,330,Ci Automatic,2007,Coupe,Front,2979,6,in-line,Gasoline - Premium,Automatic,Rear
5662,bmw,330,Ci Convertible Automatic,2007,Convertible,Front,2979,6,in-line,Gasoline,Automatic,Rear
4811,bmw,330,Ci Convertible Sport Automatic,2007,Convertible,Front,2979,6,in-line,Gasoline,Automatic,Rear
5517,bmw,330,d,2007,Sedan,Front,2996,6,in-line,Diesel,Manual,Rear
5181,bmw,330,d Automatic E90,2007,Sedan,Front,2993,6,in-line,Diesel,Automatic,Rear
4925,bmw,330,d Coupe,2007,Coupe,Front,2993,6,in-line,Diesel,Manual,Rear
53102,bmw,330,d Coupe Automatic,2007,Coupe,Front,2993,6,in-line,Diesel,Automatic,Rear
5557,bmw,330,d Exclusive,2007,Sedan,Front,2993,6,in-line,Diesel,Manual,Rear
4168,bmw,330,d Exclusive Automatic,2007,Sedan,Front,2993,6,in-line,Diesel,Automatic,Rear
4259,bmw,330,d Sport,2007,Sedan,Front,2996,6,in-line,Diesel,Manual,Rear
4197,bmw,330,d Sport Automatic,2007,Sedan,Front,2996,6,in-line,Diesel,Automatic,Rear
4491,bmw,330,d Sport Automatic E90,2007,Sedan,Front,2993,6,in-line,Diesel,Automatic,Rear
4923,bmw,330,d Touring,2007,Station Wagon,Front,2993,6,in-line,Diesel,Manual,Rear
53103,bmw,330,d Touring Automatic,2007,Station Wagon,Front,2993,6,in-line,Diesel,Automatic,Rear
5723,bmw,330,i Convertible,2007,Convertible,Front,2979,6,in-line,Gasoline,Manual,Rear
4542,bmw,330,i Exclusive Automatic,2007,Sedan,Front,2995,6,in-line,Gasoline,Automatic,Rear
4597,bmw,330,i Sport,2007,Sedan,Front,2996,6,in-line,Gasoline,Manual,Rear
5458,bmw,330,i Sport Automatic,2007,Sedan,Front,2996,6,in-line,Gasoline,Manual,Rear
4598,bmw,330,i Steptronic,2007,Sedan,Front,2979,6,in-line,Gasoline,Automatic,Rear
5388,bmw,330,i Touring,2007,Station Wagon,Front,2996,6,in-line,Gasoline - Premium,Manual,Rear
53104,bmw,330,i Touring Automatic,2007,Station Wagon,Front,2996,6,in-line,Gasoline - Premium,Automatic,Rear
4889,bmw,330,xd Touring,2007,Station Wagon,Front,2993,6,in-line,Diesel,Manual,4WD
53105,bmw,330,xd Touring Automatic,2007,Station Wagon,Front,2993,6,in-line,Diesel,Automatic,4WD
5152,bmw,330,xi,2007,Sedan,Front,2996,6,in-line,Gasoline - Premium,Manual,4WD
53106,bmw,330,xi Automatic,2007,Sedan,Front,2996,6,in-line,Gasoline - Premium,Automatic,4WD
5347,bmw,330,xi Touring,2007,Station Wagon,Front,2996,6,in-line,Gasoline - Premium,Manual,4WD
53107,bmw,330,xi Touring Automatic,2007,Station Wagon,Front,2996,6,in-line,Gasoline - Premium,Automatic,4WD
4857,bmw,335,d Touring,2007,Station Wagon,Front,2993,6,in-line,Diesel,Automatic,Rear
4470,bmw,335,i Cabriolet,2007,Convertible,Front,2977,6,in-line,Gasoline - Premium,Manual,Rear
53126,bmw,335,i Cabriolet Automatic,2007,Convertible,Front,2977,6,in-line,Gasoline - Premium,Automatic,Rear
5485,bmw,335,i Convertible,2007,Convertible,Front,2979,6,in-line,Gasoline - Premium,Manual,Rear
4721,bmw,335,i Coupe,2007,Coupe,Front,2979,6,in-line,Gasoline - Premium,Manual,Rear
5534,bmw,335,i Coupe Automatic,2007,Coupe,Front,2979,6,in-line,Gasoline,Manual,Rear
5386,bmw,335,i Coupe Exclusive,2007,Coupe,Front,2979,6,in-line,Gasoline,Manual,Rear
5079,bmw,335,i Coupe Exclusive Automatic,2007,Coupe,Front,2979,6,in-line,Gasoline,Automatic,Rear
5447,bmw,335,i Sedan,2007,Sedan,Front,2979,6,in-line,Gasoline - Premium,Manual,Rear
4755,bmw,335,xi Sedan,2007,Sedan,Front,2979,6,in-line,Gasoline - Premium,Manual,4WD
5500,bmw,523,i,2007,Sedan,Front,2497,6,in-line,Gasoline - Premium,Manual,Rear
53176,bmw,523,i Automatic,2007,Sedan,Front,2497,6,in-line,Gasoline - Premium,Automatic,Rear
4884,bmw,523,i Exclusive Automatic,2007,Sedan,Front,2497,6,in-line,Gasoline,Manual,Rear
4503,bmw,523,i Exlcusive,2007,Sedan,Front,2496,6,in-line,Gasoline,Manual,Rear
5038,bmw,523,i Sport,2007,Sedan,Front,2497,6,in-line,Gasoline,Manual,Rear
4222,bmw,523,i Sport Automatic,2007,Sedan,Front,2497,6,in-line,Gasoline,Automatic,Rear
4865,bmw,523,i Steptronic,2007,Sedan,Front,2497,6,in-line,Gasoline,Automatic,Rear
4710,bmw,523,i Touring,2007,Station Wagon,Front,2497,6,in-line,Gasoline - Premium,Manual,Rear
53177,bmw,523,i Touring Automatic,2007,Station Wagon,Front,2497,6,in-line,Gasoline - Premium,Automatic,Rear
5275,bmw,525,d,2007,Sedan,Front,2497,6,in-line,Diesel,Manual,Rear
53187,bmw,525,d Automatic,2007,Sedan,Front,2497,6,in-line,Diesel,Automatic,Rear
5096,bmw,525,d Touring,2007,Station Wagon,Front,2497,6,in-line,Diesel,Manual,Rear
53188,bmw,525,d Touring Automatic,2007,Station Wagon,Front,2497,6,in-line,Diesel,Automatic,Rear
4716,bmw,525,i,2007,Sedan,Front,2497,6,in-line,Gasoline - Premium,Manual,Rear
4290,bmw,525,i Automatic,2007,Sedan,Front,2494,6,in-line,Gasoline,Automatic,Rear
4720,bmw,525,i Automatic E60,2007,Sedan,Front,2496,6,in-line,Gasoline,Automatic,Rear
5524,bmw,525,i Exclusive,2007,Station Wagon,Front,2495,6,in-line,Gasoline,Manual,Rear
4544,bmw,525,i Exclusive Automatic,2007,Sedan,Front,2497,6,in-line,Gasoline,Automatic,Rear
4365,bmw,525,i Sport,2007,Sedan,Front,2497,6,in-line,Gasoline,Manual,Rear
4762,bmw,525,i Sport Automatic,2007,Sedan,Front,5497,6,in-line,Gasoline,Automatic,Rear
4460,bmw,525,i Touring,2007,Station Wagon,Front,2497,6,in-line,Gasoline - Premium,Manual,Rear
53190,bmw,525,i Touring Automatic,2007,Station Wagon,Front,2497,6,in-line,Gasoline - Premium,Automatic,Rear
5767,bmw,525,xi,2007,Sedan,Front,2497,6,in-line,Gasoline - Premium,Manual,4WD
53191,bmw,525,xi Automatic,2007,Sedan,Front,2497,6,in-line,Gasoline - Premium,Automatic,4WD
5206,bmw,525,xi Touring,2007,Station Wagon,Front,2497,6,in-line,Gasoline - Premium,Manual,4WD
53192,bmw,525,xi Touring Automatic,2007,Station Wagon,Front,2497,6,in-line,Gasoline - Premium,Automatic,4WD
4549,bmw,530,d,2007,Sedan,Front,2991,6,in-line,Diesel,Manual,Rear
53207,bmw,530,d Automatic,2007,Sedan,Front,2991,6,in-line,Diesel,Automatic,Rear
4633,bmw,530,d Exclusive,2007,Station Wagon,Front,2991,6,in-line,Gasoline,Manual,Rear
5137,bmw,530,d Exclusive Automatic,2007,Station Wagon,Front,2993,6,in-line,Gasoline,Automatic,Rear
4862,bmw,530,d Sport,2007,Sedan,Front,2993,6,in-line,Diesel,Manual,Rear
4731,bmw,530,d Sport Automatic,2007,Sedan,Front,2993,6,in-line,Diesel,Automatic,Rear
4329,bmw,530,d Steptronic,2007,Sedan,Front,2993,6,in-line,Diesel,Automatic,Rear
4749,bmw,530,d Touring,2007,Station Wagon,Front,2991,6,in-line,Diesel,Manual,Rear
53208,bmw,530,d Touring Automatic,2007,Station Wagon,Front,2991,6,in-line,Diesel,Automatic,Rear
5489,bmw,530,i Exclsuive Automatic,2007,Station Wagon,Front,2996,6,in-line,Gasoline,Automatic,Rear
4822,bmw,530,i Exclusive,2007,Station Wagon,Front,2996,6,in-line,Gasoline,Manual,Rear
5339,bmw,530,i Sport,2007,Sedan,Front,2996,6,in-line,Gasoline,Manual,Rear
4405,bmw,530,i Sport Automatic,2007,Sedan,Front,2996,6,in-line,Gasoline,Automatic,Rear
4801,bmw,530,i Steptronic,2007,Sedan,Front,2996,6,in-line,Gasoline,Automatic,Rear
5174,bmw,530,i Touring,2007,Station Wagon,Front,2996,6,in-line,Gasoline - Premium,Manual,Rear
53209,bmw,530,i Touring Automatic,2007,Station Wagon,Front,2996,6,in-line,Gasoline - Premium,Automatic,Rear
5064,bmw,530,xi,2007,Sedan,Front,2996,6,in-line,Gasoline - Premium,Manual,4WD
53210,bmw,530,xi Automatic,2007,Sedan,Front,2996,6,in-line,Gasoline - Premium,Automatic,4WD
4924,bmw,535,d,2007,Sedan,Front,2993,6,in-line,Diesel,Manual,Rear
53221,bmw,535,d Automatic,2007,Sedan,Front,2993,6,in-line,Diesel,Automatic,Rear
5615,bmw,545,i,2007,Sedan,Front,4398,8,V,Gasoline - Premium,Manual,Rear
53226,bmw,545,i Automatic,2007,Sedan,Front,4398,8,V,Gasoline - Premium,Automatic,Rear
5329,bmw,545,i Touring,2007,Station Wagon,Front,4397,8,V,Gasoline - Premium,Manual,Rear
53227,bmw,545,i Touring Automatic,2007,Station Wagon,Front,4397,8,V,Gasoline - Premium,Automatic,Rear
5715,bmw,550,i,2007,Sedan,Front,4799,8,V,Gasoline,Manual,Rear
4364,bmw,550,i Exclusive,2007,Sedan,Front,4799,8,V,Gasoline,Manual,Rear
5195,bmw,550,i Exclusive Automatic,2007,Sedan,Front,4799,8,V,Gasoline,Automatic,Rear
4324,bmw,550,i Sport,2007,Sedan,Front,2497,8,in-line,Gasoline,Manual,Rear
5413,bmw,550,i Sport Automatic,2007,Sedan,Front,4799,8,V,Gasoline,Automatic,Rear
5430,bmw,550,i Steptronic,2007,Sedan,Front,4797,8,V,Gasoline,Automatic,Rear
4736,bmw,630,i Cabriolet,2007,Convertible,Front,2996,6,in-line,Gasoline - Premium,Manual,Rear
53262,bmw,630,i Cabriolet Automatic,2007,Convertible,Front,2996,6,in-line,Gasoline - Premium,Automatic,Rear
5520,bmw,645,Ci,2007,Coupe,Front,4398,8,V,Gasoline - Premium,Manual,Rear
53273,bmw,645,Ci Automatic,2007,Coupe,Front,4398,8,V,Gasoline - Premium,Automatic,Rear
5264,bmw,645,Ci Cabriolet,2007,Convertible,Front,4398,8,V,Gasoline - Premium,Manual,Rear
53274,bmw,645,Ci Cabriolet Automatic,2007,Convertible,Front,4398,8,V,Gasoline - Premium,Automatic,Rear
4831,bmw,650,i Convertible,2007,Convertible,Front,4797,8,V,Gasoline - Premium,Manual,Rear
5725,bmw,650,i Coupe,2007,Coupe,Front,4799,8,V,Gasoline - Premium,Manual,Rear
4719,bmw,650,i Coupe SMG,2007,Coupe,Front,4799,8,V,Gasoline,Automatic,Rear
5684,bmw,650,i Coupe Sport,2007,Coupe,Front,4797,8,V,Gasoline,Manual,Rear
5237,bmw,650,i Coupe Sport SMG,2007,Coupe,Front,4798,8,V,Gasoline,Automatic,Rear
5585,bmw,730,d,2007,Sedan,Front,2993,6,in-line,Diesel,Automatic,Rear
5436,bmw,730,Li,2007,Sedan,Front,2996,6,in-line,Gasoline - Premium,Automatic,Rear
5460,bmw,740,i,2007,Sedan,Front,4000,8,V,Gasoline,Automatic,Rear
5400,bmw,740,Li,2007,Sedan,Front,4000,8,V,Gasoline - Premium,Automatic,Rear
4217,bmw,745,d,2007,Sedan,Front,4423,8,V,Diesel,Automatic,Rear
5612,bmw,750,i,2007,Sedan,Front,4799,8,V,Gasoline - Premium,Automatic,Rear
5439,bmw,750,i AWD,2007,Sedan,Front,4797,8,V,Gasoline - Premium,Automatic,4WD
5122,bmw,750,Li,2007,Sedan,Front,4799,8,V,Gasoline,Automatic,Rear
4180,bmw,760,i,2007,Sedan,Front,5972,12,in-line,Gasoline,Automatic,Rear
5180,bmw,760,Li,2007,Sedan,Front,5971,12,V,Gasoline - Premium,Automatic,Rear
4609,bmw,Alpina,B7,2007,Sedan,Front,4397,8,V,Gasoline,Automatic,Rear
5735,bmw,Convertible,SMG,2007,Convertible,Front,4799,8,V,Gasoline,Automatic,Rear
4759,bmw,Convertible,Sport,2007,Convertible,Front,4799,8,V,Gasoline,Manual,Rear
4334,bmw,Convertible,Sport Automatic,2007,Convertible,Front,4797,8,V,Gasoline,Automatic,Rear
5099,bmw,Convertible,Sport SMG,2007,Convertible,Front,4799,8,V,Gasoline,Automatic,
5690,bmw,M,Coupe,2007,Coupe,Front,3246,6,in-line,Gasoline,Manual,Rear
4581,bmw,M,Roadster,2007,Convertible,Front,3245,6,in-line,Gasoline,Manual,Rear
4250,bmw,M3,Cabriolet,2007,Coupe,Front,3245,6,in-line,Gasoline,Manual,Rear
4262,bmw,M3,Cabriolet,2007,Convertible,Front,3246,6,in-line,Gasoline - Premium,Manual,Rear
4921,bmw,M3,Convertible,2007,Convertible,Front,3245,6,in-line,Gasoline,Manual,Rear
5250,bmw,M5,SMG,2007,Sedan,Front,4999,10,V,Gasoline - Premium,Automatic,Rear
4517,bmw,M5,SMG,2007,Sedan,Front,4998,10,V,Gasoline,Automatic,Rear
4387,bmw,M6,Cabriolet,2007,Coupe,Front,4999,10,V,Gasoline - Premium,Automatic,Rear
4160,bmw,M6,Cabriolet,2007,Convertible,Front,4997,10,V,Gasoline - Premium,Manual,Rear
4388,bmw,M6,Convertible,2007,Convertible,Front,4999,10,V,Gasoline - Premium,Manual,Rear
4914,bmw,M6,Coupe,2007,Coupe,Front,4999,10,V,Gasoline - Premium,Manual,Rear
4993,bmw,X3,2.0D Activity,2007,SUV,Front,2979,6,in-line,Gasoline,Automatic,4WD
5103,bmw,X3,2.0D Activity,2007,SUV,Front,1995,4,in-line,Diesel,Manual,4WD
5393,bmw,X3,2.0D Exclusive,2007,SUV,Front,1994,4,in-line,Diesel,Manual,4WD
4370,bmw,X3,2.0D Sport,2007,SUV,Front,1995,4,in-line,Diesel,Manual,4WD
5539,bmw,X3,2.0i,2007,SUV,Front,1994,4,in-line,Gasoline - Premium,Automatic,4WD
4260,bmw,X3,2.5i,2007,SUV,Front,2494,6,in-line,Gasoline - Premium,Automatic,4WD
5766,bmw,X3,2.5si Exclusive,2007,SUV,Front,2494,6,in-line,Gasoline,Manual,4WD
4167,bmw,X3,2.5si Sport,2007,SUV,Front,2494,6,in-line,Gasoline,Manual,4WD
4674,bmw,X3,2.5si Sport Automatic,2007,SUV,Front,2494,6,in-line,Gasoline,Automatic,4WD
4859,bmw,X3,3.0D,2007,SUV,Front,2991,6,in-line,Diesel,Automatic,4WD
4185,bmw,X3,3.0D Activity Automatic,2007,SUV,Front,2993,6,in-line,Diesel,Automatic,4WD
4283,bmw,X3,3.0D Automatic,2007,SUV,Front,2993,6,in-line,Diesel,Automatic,4WD
