model_id,model_make_id,model_name,model_trim,model_year,model_body,model_engine_position,model_engine_cc,model_engine_cyl,model_engine_type,model_engine_fuel,model_transmission_type,model_drive,car_age,engine_size_category,is_high_cyl,is_automatic,top_speed_kmh,acceleration_0_100_sec,co2_emissions_gpkm,safety_rating,num_doors
5123,bmw,320,d Compact,2002,Convertible,Front,1995,4,in-line,Diesel,Manual,Rear,23,Medium,0,0,220,7.0,160,4,4
5418,bmw,330, Automatic,2002,Sedan,Front,2999,6,in-line,Diesel,Automatic,Rear,23,Large,1,1,220,7.0,160,4,4
4178,bmw,330,Cd,2002,Coupe,Front,2979,6,in-line,Diesel,Manual,Rear,23,Large,1,0,220,7.0,160,4,4
5493,bmw,330,Cd Automatic,2002,Coupe,Front,2979,6,in-line,Diesel,Automatic,Rear,23,Large,1,1,220,7.0,160,4,4
4527,bmw,330,d,2002,Sedan,Front,2979,6,in-line,Diesel,Manual,Rear,23,Large,1,0,220,7.0,160,4,4
5108,bmw,330,i,2002,Coupe,Front,2501,6,in-line,Diesel,Manual,Rear,23,Large,1,0,220,7.0,160,4,4
5609,bmw,332,Cabriolet,2002,Convertible,Front,3201,6,in-line,Gasoline,Manual,Rear,23,Very Large,1,0,220,7.0,160,4,4
5670,bmw,520,Touring,2002,Station Wagon,Front,2170,6,in-line,Gasoline,Manual,Rear,23,Large,1,0,220,7.0,160,4,4
4806,bmw,735,i,2002,Sedan,Front,3600,8,in-line,Gasoline,Automatic,Rear,23,Very Large,1,1,220,7.0,160,4,4
4384,bmw,740,d,2002,Sedan,Front,3901,8,in-line,Diesel,Automatic,Rear,23,Very Large,1,1,220,7.0,160,4,4
4194,bmw,760,i,2002,Sedan,Front,5972,12,V,Gasoline - Premium,Automatic,Rear,23,Very Large,1,1,220,7.0,160,4,4
4847,bmw,760,Li,2002,Sedan,Front,5972,12,V,Gasoline - Premium,Automatic,Rear,23,Very Large,1,1,220,7.0,160,4,4
5689,bmw,Formula One,i,2002,Sedan,Middle,3246,6,in-line,Gasoline,Automatic,Rear,23,Very Large,1,1,220,7.0,160,4,4
5066,bmw,M3,GTR,2002,Coupe,Front,3246,6,in-line,Gasoline,Automatic,Rear,23,Very Large,1,1,290,3.9,221,5,4
5572,bmw,M3,GTR,2002,Coupe,Front,3997,8,V,Gasoline,Manual,Rear,23,Very Large,1,0,290,3.9,221,5,4
47955,bmw,X5,3,2002,SUV,Front,2926,6,in-line,Diesel,Automatic,4WD,23,Large,1,1,243,5.5,180,5,5
47956,bmw,X5,3.0d,2002,SUV,Front,2993,6,in-line,Diesel,Manual,4WD,23,Large,1,0,243,5.5,180,5,5
47957,bmw,X5,3.0D Automatic,2002,SUV,Front,2977,6,in-line,Diesel,Automatic,4WD,23,Large,1,1,243,5.5,180,5,5
47958,bmw,X5,3.0i,2002,SUV,Front,2979,6,in-line,Diesel,Manual,4WD,23,Large,1,0,243,5.5,180,5,5
47959,bmw,X5,4.6 IS,2002,SUV,Front,4619,8,V,Diesel,Automatic,4WD,23,Very Large,1,1,243,5.5,180,5,5
47970,bmw,Z3,2.2i,2002,Convertible,Front,2171,6,in-line,Gasoline,Manual,Rear,23,Large,1,0,220,7.0,160,4,4
47971,bmw,Z3,2.2i Automatic,2002,Convertible,Front,2171,6,in-line,Gasoline,Automatic,Rear,23,Large,1,1,220,7.0,160,4,4
47972,bmw,Z3,2.5i,2002,Convertible,Front,2489,6,in-line,Gasoline,Manual,Rear,23,Large,1,0,220,7.0,160,4,4
47973,bmw,Z3,2.5i Automatic,2002,Convertible,Front,2488,6,in-line,Gasoline,Automatic,Rear,23,Large,1,1,220,7.0,160,4,4
47974,bmw,Z3,3.0i,2002,Convertible,Front,2926,6,in-line,Gasoline,Manual,Rear,23,Large,1,0,220,7.0,160,4,4
47975,bmw,Z3,3.0i Automatic,2002,Convertible,Front,2996,6,in-line,Gasoline,Automatic,Rear,23,Large,1,1,220,7.0,160,4,4
47976,bmw,Z3,3.0i Coupe,2002,Coupe,Front,2990,6,in-line,Gasoline,Manual,Rear,23,Large,1,0,220,7.0,160,4,4
47977,bmw,Z3,3.0i Coupe Automatic,2002,Coupe,Front,2979,6,in-line,Gasoline,Automatic,Rear,23,Large,1,1,220,7.0,160,4,4
4379,bmw,Z4,2.5i,2002,Convertible,Front,2494,6,in-line,Gasoline - Premium,Manual,Rear,23,Large,1,0,250,5.0,160,4,2
5215,bmw,Z4,2.5i Automatic,2002,Convertible,Front,2494,6,in-line,Gasoline - Premium,Automatic,Rear,23,Large,1,1,250,5.0,160,4,2
4645,bmw,Z4,3.0i Automatic,2002,Convertible,Front,2996,6,in-line,Gasoline - Premium,Automatic,Rear,23,Large,1,1,250,5.0,160,4,2
49577,bmw,Z8,i,2002,Convertible,Front,4939,8,V,Gasoline,Manual,Rear,23,Very Large,1,0,220,7.0,160,4,4
4226,bmw,318,Compact,2003,Hatchback,Front,1795,4,in-line,Gasoline,Manual,Rear,22,Medium,0,0,220,7.0,160,4,4
5602,bmw,318,ti Compact,2003,Coupe,Front,1994,4,in-line,Gasoline - Premium,Automatic,Rear,22,Medium,0,1,220,7.0,160,4,4
4584,bmw,318,Touring,2003,Station Wagon,Front,1796,4,in-line,Gasoline - Premium,Manual,Rear,22,Medium,0,0,220,7.0,160,4,4
4377,bmw,320,Cabriolet,2003,Convertible,Front,1995,4,in-line,Gasoline - Premium,Manual,Rear,22,Medium,0,0,220,7.0,160,4,4
4195,bmw,320,Cd,2003,Coupe,Front,1995,4,in-line,Diesel,Manual,Rear,22,Medium,0,0,220,7.0,160,4,4
4271,bmw,320,Cd Automatic,2003,Coupe,Front,1995,4,in-line,Diesel,Automatic,Rear,22,Medium,0,1,220,7.0,160,4,4
4758,bmw,320,Coupe,2003,Coupe,Front,1995,4,in-line,Gasoline,Manual,Rear,22,Medium,0,0,220,7.0,160,4,4
5129,bmw,325,ti Compact,2003,Hatchback,Front,2494,6,in-line,Gasoline - Premium,Manual,Rear,22,Large,1,0,220,7.0,160,4,4
5570,bmw,330,d Coupe,2003,Coupe,Front,2977,6,in-line,Diesel,Manual,4WD,22,Large,1,0,220,7.0,160,4,4
53099,bmw,330,d Coupe Automatic,2003,Coupe,Front,2977,6,in-line,Diesel,Automatic,4WD,22,Large,1,1,220,7.0,160,4,4
5614,bmw,330,d Touring,2003,Station Wagon,Front,2996,6,in-line,Diesel,Manual,4WD,22,Large,1,0,220,7.0,160,4,4
53100,bmw,330,d Touring Automatic,2003,Station Wagon,Front,2996,6,in-line,Diesel,Automatic,4WD,22,Large,1,1,220,7.0,160,4,4
4999,bmw,520,i,2003,Sedan,Front,2171,6,in-line,Gasoline,Manual,Rear,22,Large,1,0,220,7.0,160,4,4
4642,bmw,520,i Touring,2003,Station Wagon,Front,2170,6,in-line,Gasoline,Manual,Rear,22,Large,1,0,220,7.0,160,4,4
4431,bmw,520,i Touring Automatic,2003,Station Wagon,Front,2171,6,in-line,Gasoline,Automatic,Rear,22,Large,1,1,220,7.0,160,4,4
4346,bmw,525,i,2003,Sedan,Front,2492,6,in-line,Diesel,Manual,Rear,22,Large,1,0,220,7.0,160,4,4
5722,bmw,530,d,2003,Sedan,Front,2993,6,in-line,Diesel,Manual,Rear,22,Large,1,0,220,7.0,160,4,4
4483,bmw,530,d Automatic,2003,Sedan,Front,2926,6,in-line,Diesel,Automatic,Rear,22,Large,1,1,220,7.0,160,4,4
4855,bmw,530,i,2003,Sedan,Front,2979,6,in-line,Diesel,Manual,Rear,22,Large,1,0,220,7.0,160,4,4
4897,bmw,530,i Automatic,2003,Sedan,Front,2979,6,in-line,Diesel,Automatic,Rear,22,Large,1,1,220,7.0,160,4,4
5542,bmw,545,i,2003,Sedan,Front,4398,8,V,Gasoline - Premium,Manual,Rear,22,Very Large,1,0,220,7.0,160,4,4
4991,bmw,545,i Automatic,2003,Sedan,Front,4398,8,V,Gasoline - Premium,Automatic,Rear,22,Very Large,1,1,220,7.0,160,4,4
5693,bmw,645,Ci,2003,Coupe,Front,4398,8,V,Gasoline - Premium,Manual,Rear,22,Very Large,1,0,220,7.0,160,4,4
4242,bmw,645,Ci Automatic,2003,Coupe,Front,4398,8,V,Gasoline - Premium,Automatic,Rear,22,Very Large,1,1,220,7.0,160,4,4
4489,bmw,645,Ci Cabriolet Automatic,2003,Convertible,Front,4398,8,V,Gasoline - Premium,Automatic,Rear,22,Very Large,1,1,220,7.0,160,4,4
4198,bmw,730,Automatic,2003,Sedan,Front,2999,6,in-line,Gasoline,Automatic,Rear,22,Large,1,1,220,7.0,160,4,4
4161,bmw,760,Li,2003,Sedan,Front,5972,12,in-line,Gasoline,Automatic,Rear,22,Very Large,1,1,220,7.0,160,4,4
5297,bmw,M3,CSL,2003,Coupe,Front,2993,6,in-line,Gasoline,Manual,Rear,22,Large,1,0,290,3.9,221,5,4
4213,bmw,M3,CSL,2003,Coupe,Front,3168,6,in-line,Gasoline,Manual,Rear,22,Very Large,1,0,290,3.9,221,5,4
4927,bmw,X Activity,i,2003,Sedan,Front,2992,6,in-line,Gasoline,Automatic,4WD,22,Large,1,1,220,7.0,160,4,4
4420,bmw,X3,2.5i,2003,SUV,Front,2494,6,in-line,Diesel,Manual,4WD,22,Large,1,0,220,7.0,160,4,4
4808,bmw,X3,2.5i Automatic,2003,SUV,Front,2492,6,in-line,Diesel,Automatic,4WD,22,Large,1,1,220,7.0,160,4,4
5378,bmw,X3,3.0D Automatic,2003,SUV,Front,2995,6,in-line,Diesel,Automatic,4WD,22,Large,1,1,220,7.0,160,4,4
5231,bmw,X3,3.0i Automatic,2003,SUV,Front,2979,6,in-line,Diesel,Automatic,4WD,22,Large,1,1,220,7.0,160,4,4
4264,bmw,X5,3.0d,2003,SUV,Front,2979,6,in-line,Diesel,Manual,4WD,22,Large,1,0,243,5.5,180,5,5
4201,bmw,X5,3.0D Automatic,2003,SUV,Front,2983,6,in-line,Diesel,Automatic,4WD,22,Large,1,1,243,5.5,180,5,5
5197,bmw,X5,3.0i,2003,SUV,Front,2993,6,in-line,Diesel,Manual,4WD,22,Large,1,0,243,5.5,180,5,5
5685,bmw,X5,4.4i,2003,SUV,Front,4398,8,V,Diesel,Automatic,4WD,22,Very Large,1,1,243,5.5,180,5,5
4587,bmw,Z4,sDrive28i 2dr Convertible (2.0L 4cyl Turbo 6M),2003,Convertible,Front,2999,6,in-line,Gasoline,Manual,Rear,22,Large,1,0,250,5.0,160,4,2
49578,bmw,Z8,i,2003,Convertible,Front,4939,8,V,Gasoline,Manual,Rear,22,Very Large,1,0,220,7.0,160,4,4
5568,bmw,116,i,2004,Sedan,Front,1596,4,in-line,Gasoline,Manual,Rear,21,Medium,0,0,220,7.0,160,4,4
4506,bmw,118,d,2004,Sedan,Front,1971,4,in-line,Diesel,Manual,Rear,21,Medium,0,0,220,7.0,160,4,4
4574,bmw,118,i Automatic,2004,Sedan,Front,1995,4,in-line,Gasoline - Premium,Automatic,Rear,21,Medium,0,1,220,7.0,160,4,4
4568,bmw,120,d,2004,Sedan,Front,1971,4,in-line,Diesel,Manual,Rear,21,Medium,0,0,220,7.0,160,4,4
5142,bmw,120,i,2004,Sedan,Front,1995,4,in-line,Diesel,Manual,Rear,21,Medium,0,0,220,7.0,160,4,4
5743,bmw,120,i Automatic,2004,Sedan,Front,1994,4,in-line,Diesel,Automatic,Rear,21,Medium,0,1,220,7.0,160,4,4
5277,bmw,316,i,2004,Sedan,Front,1796,4,in-line,Gasoline - Premium,Manual,Rear,21,Medium,0,0,220,7.0,160,4,4
52985,bmw,316,i Automatic,2004,Sedan,Front,1796,4,in-line,Gasoline - Premium,Automatic,Rear,21,Medium,0,1,220,7.0,160,4,4
4593,bmw,316,i Touring,2004,Station Wagon,Front,1796,4,in-line,Gasoline - Premium,Manual,Rear,21,Medium,0,0,220,7.0,160,4,4
52986,bmw,316,i Touring Automatic,2004,Station Wagon,Front,1796,4,in-line,Gasoline - Premium,Automatic,Rear,21,Medium,0,1,220,7.0,160,4,4
4382,bmw,316,ti Compact,2004,Hatchback,Front,1796,4,in-line,Gasoline - Premium,Manual,Rear,21,Medium,0,0,220,7.0,160,4,4
52987,bmw,316,ti Compact Automatic,2004,Hatchback,Front,1796,4,in-line,Gasoline - Premium,Automatic,Rear,21,Medium,0,1,220,7.0,160,4,4
4287,bmw,318,Ci,2004,Coupe,Front,1994,4,in-line,Gasoline - Premium,Manual,Rear,21,Medium,0,0,220,7.0,160,4,4
52996,bmw,318,Ci Automatic,2004,Coupe,Front,1994,4,in-line,Gasoline - Premium,Automatic,Rear,21,Medium,0,1,220,7.0,160,4,4
5398,bmw,318,Ci Cabriolet,2004,Convertible,Front,1995,4,in-line,Gasoline - Premium,Manual,Rear,21,Medium,0,0,220,7.0,160,4,4
52997,bmw,318,Ci Cabriolet Automatic,2004,Convertible,Front,1995,4,in-line,Gasoline - Premium,Automatic,Rear,21,Medium,0,1,220,7.0,160,4,4
5549,bmw,318,Compact,2004,Hatchback,Front,1796,4,in-line,Gasoline,Manual,Rear,21,Medium,0,0,220,7.0,160,4,4
5654,bmw,318,d,2004,Sedan,Front,1993,4,in-line,Diesel,Manual,Rear,21,Medium,0,0,220,7.0,160,4,4
4427,bmw,318,d Touring,2004,Station Wagon,Front,1995,4,in-line,Diesel,Manual,Rear,21,Medium,0,0,220,7.0,160,4,4
5262,bmw,318,i Touring,2004,Station Wagon,Front,1995,4,in-line,Gasoline - Premium,Manual,Rear,21,Medium,0,0,220,7.0,160,4,4
52998,bmw,318,i Touring Automatic,2004,Station Wagon,Front,1995,4,in-line,Gasoline - Premium,Automatic,Rear,21,Medium,0,1,220,7.0,160,4,4
5510,bmw,318,td Compact,2004,Hatchback,Front,1995,4,in-line,Diesel,Manual,Rear,21,Medium,0,0,220,7.0,160,4,4
4647,bmw,318,ti Compact,2004,Hatchback,Front,1995,4,in-line,Gasoline - Premium,Manual,Rear,21,Medium,0,0,220,7.0,160,4,4
52999,bmw,318,ti Compact Automatic,2004,Hatchback,Front,1995,4,in-line,Gasoline - Premium,Automatic,Rear,21,Medium,0,1,220,7.0,160,4,4
4243,bmw,318,Touring,2004,Station Wagon,Front,1796,4,in-line,Gasoline - Premium,Manual,Rear,21,Medium,0,0,220,7.0,160,4,4
5296,bmw,320,Cabriolet,2004,Convertible,Front,1995,4,in-line,Gasoline - Premium,Manual,Rear,21,Medium,0,0,220,7.0,160,4,4
4181,bmw,320,Cd,2004,Convertible,Front,1995,4,in-line,Diesel,Manual,Rear,21,Medium,0,0,220,7.0,160,4,4
4466,bmw,320,Cd Cabriolet,2004,Convertible,Front,1993,4,in-line,Diesel,Manual,Rear,21,Medium,0,0,220,7.0,160,4,4
53012,bmw,320,Cd Cabriolet Automatic,2004,Convertible,Front,1993,4,in-line,Diesel,Automatic,Rear,21,Medium,0,1,220,7.0,160,4,4
5747,bmw,320,Ci,2004,Coupe,Front,2171,6,in-line,Gasoline - Premium,Manual,Rear,21,Large,1,0,220,7.0,160,4,4
53013,bmw,320,Ci Automatic,2004,Coupe,Front,2171,6,in-line,Gasoline - Premium,Automatic,Rear,21,Large,1,1,220,7.0,160,4,4
5186,bmw,320,Ci Cabriolet,2004,Convertible,Front,2171,6,in-line,Gasoline - Premium,Manual,Rear,21,Large,1,0,220,7.0,160,4,4
53014,bmw,320,Ci Cabriolet Automatic,2004,Convertible,Front,2171,6,in-line,Gasoline - Premium,Automatic,Rear,21,Large,1,1,220,7.0,160,4,4
4596,bmw,320,Coupe,2004,Coupe,Front,1995,4,in-line,Gasoline,Manual,Rear,21,Medium,0,0,220,7.0,160,4,4
4143,bmw,320,d,2004,Sedan,Front,1993,4,in-line,Diesel,Manual,Rear,21,Medium,0,0,220,7.0,160,4,4
5680,bmw,320,d Touring,2004,Station Wagon,Front,1995,4,in-line,Diesel,Manual,Rear,21,Medium,0,0,220,7.0,160,4,4
5492,bmw,320,i,2004,Sedan,Front,2171,6,in-line,Gasoline - Premium,Manual,Rear,21,Large,1,0,220,7.0,160,4,4
53015,bmw,320,i Automatic,2004,Sedan,Front,2171,6,in-line,Gasoline - Premium,Automatic,Rear,21,Large,1,1,220,7.0,160,4,4
4683,bmw,325,i,2004,Sedan,Front,2494,6,in-line,Gasoline - Premium,Manual,Rear,21,Large,1,0,220,7.0,160,4,4
53052,bmw,325,i Automatic,2004,Sedan,Front,2494,6,in-line,Gasoline - Premium,Automatic,Rear,21,Large,1,1,220,7.0,160,4,4
5247,bmw,325,i Sport Wagon,2004,Station Wagon,Front,2490,6,in-line,Gasoline - Premium,Manual,Rear,21,Large,1,0,220,7.0,160,4,4
5315,bmw,325,i Touring,2004,Station Wagon,Front,2494,6,in-line,Gasoline - Premium,Manual,Rear,21,Large,1,0,220,7.0,160,4,4
53053,bmw,325,i Touring Automatic,2004,Station Wagon,Front,2494,6,in-line,Gasoline - Premium,Automatic,Rear,21,Large,1,1,220,7.0,160,4,4
4663,bmw,325,td Cat,2004,Sedan,Front,2494,6,in-line,Diesel,Manual,Rear,21,Large,1,0,220,7.0,160,4,4
5138,bmw,325,td Touring Cat,2004,Sedan,Front,2494,6,in-line,Diesel,Manual,Rear,21,Large,1,0,220,7.0,160,4,4
4623,bmw,325,xi Sport Wagon,2004,Station Wagon,Front,2491,6,in-line,Gasoline - Premium,Manual,Rear,21,Large,1,0,220,7.0,160,4,4
4432,bmw,330,i,2004,Sedan,Front,2983,6,in-line,Diesel,Manual,Rear,21,Large,1,0,220,7.0,160,4,4
4986,bmw,520,Touring,2004,Station Wagon,Front,2171,6,in-line,Gasoline,Manual,Rear,21,Large,1,0,220,7.0,160,4,4
5039,bmw,525,d,2004,Sedan,Front,2497,6,in-line,Diesel,Manual,Rear,21,Large,1,0,220,7.0,160,4,4
4567,bmw,525,d Automatic,2004,Sedan,Front,2497,6,in-line,Diesel,Automatic,Rear,21,Large,1,1,220,7.0,160,4,4
4856,bmw,525,d Touring,2004,Station Wagon,Front,2497,6,in-line,Diesel,Manual,Rear,21,Large,1,0,220,7.0,160,4,4
5188,bmw,525,d Touring Automatic,2004,Station Wagon,Front,2497,6,in-line,Diesel,Automatic,Rear,21,Large,1,1,220,7.0,160,4,4
4742,bmw,525,i Sedan,2004,Sedan,Front,2491,6,in-line,Diesel,Automatic,Rear,21,Large,1,1,220,7.0,160,4,4
4951,bmw,525,i Touring,2004,Station Wagon,Front,2494,6,in-line,Diesel,Manual,Rear,21,Large,1,0,220,7.0,160,4,4
5014,bmw,525,i Touring Automatic,2004,Station Wagon,Front,2494,6,in-line,Diesel,Automatic,Rear,21,Large,1,1,220,7.0,160,4,4
4750,bmw,530,d Touring Automatic,2004,Station Wagon,Front,2991,6,in-line,Diesel,Automatic,Rear,21,Large,1,1,220,7.0,160,4,4
5331,bmw,530,i Sedan,2004,Sedan,Front,2924,6,in-line,Diesel,Automatic,Rear,21,Large,1,1,220,7.0,160,4,4
5308,bmw,535,d,2004,Sedan,Front,3430,6,in-line,Gasoline,Automatic,Rear,21,Very Large,1,1,220,7.0,160,4,4
4514,bmw,535,d Touring,2004,Station Wagon,Front,3430,6,in-line,Gasoline,Automatic,Rear,21,Very Large,1,1,220,7.0,160,4,4
4735,bmw,545,i,2004,Sedan,Front,4398,8,V,Gasoline - Premium,Automatic,Rear,21,Very Large,1,1,220,7.0,160,4,4
4569,bmw,545,i Touring Automatic,2004,Station Wagon,Front,4398,8,V,Gasoline - Premium,Automatic,Rear,21,Very Large,1,1,220,7.0,160,4,4
4985,bmw,630,i Cabriolet,2004,Convertible,Front,2993,6,in-line,Gasoline - Premium,Manual,Rear,21,Large,1,0,220,7.0,160,4,4
5047,bmw,630,i Cabriolet Automatic,2004,Convertible,Front,2983,6,in-line,Gasoline - Premium,Automatic,Rear,21,Large,1,1,220,7.0,160,4,4
4620,bmw,645,Ci,2004,Coupe,Front,4398,8,V,Gasoline - Premium,Manual,Rear,21,Very Large,1,0,220,7.0,160,4,4
53267,bmw,645,Ci Automatic,2004,Coupe,Front,4398,8,V,Gasoline - Premium,Automatic,Rear,21,Very Large,1,1,220,7.0,160,4,4
5617,bmw,645,Ci Cabriolet,2004,Convertible,Front,4398,8,V,Gasoline - Premium,Manual,Rear,21,Very Large,1,0,220,7.0,160,4,4
53268,bmw,645,Ci Cabriolet Automatic,2004,Convertible,Front,4398,8,V,Gasoline - Premium,Automatic,Rear,21,Very Large,1,1,220,7.0,160,4,4
5618,bmw,645,Ci Coupe,2004,Coupe,Front,4392,8,V,Gasoline - Premium,Automatic,Rear,21,Very Large,1,1,220,7.0,160,4,4
4773,bmw,730,Automatic,2004,Sedan,Front,2979,6,in-line,Gasoline,Automatic,Rear,21,Large,1,1,220,7.0,160,4,4
4654,bmw,745,i,2004,Sedan,Front,4392,8,V,Gasoline - Premium,Automatic,Rear,21,Very Large,1,1,220,7.0,160,4,4
4305,bmw,745,Li,2004,Sedan,Front,4390,8,V,Gasoline - Premium,Automatic,Rear,21,Very Large,1,1,220,7.0,160,4,4
4809,bmw,M3,Convertible,2004,Convertible,Front,3169,6,in-line,Gasoline,Manual,Rear,21,Very Large,1,0,290,3.9,221,5,4
5167,bmw,M3,Coupe,2004,Coupe,Front,3246,6,in-line,Gasoline,Manual,Rear,21,Very Large,1,0,290,3.9,221,5,4
5639,bmw,M5,4dr Sedan (4.4L 8cyl Turbo 7AM),2004,Sedan,Front,4999,10,V,Gasoline - Premium,Manual,Rear,21,Very Large,1,0,220,7.0,160,4,4
4579,bmw,M6,2dr Convertible (4.4L 8cyl Turbo 7AM),2004,Coupe,Front,4998,10,V,Premium Unleaded (Required),Manual,Rear,21,Very Large,1,0,220,7.0,160,4,4
4615,bmw,X3,2.5i Sports Activity,2004,SUV,Front,2491,6,in-line,Diesel,Automatic,4WD,21,Large,1,1,220,7.0,160,4,4
4447,bmw,X3,3.0i Sports Activity,2004,SUV,Front,2925,6,in-line,Diesel,Automatic,4WD,21,Large,1,1,220,7.0,160,4,4
4124,bmw,X5,3.0i Sports Activity,2004,SUV,Front,2978,6,in-line,Diesel,Automatic,4WD,21,Large,1,1,243,5.5,180,5,5
5042,bmw,X5,4.8 IS,2004,SUV,Front,4799,8,V,Diesel,Automatic,4WD,21,Very Large,1,1,243,5.5,180,5,5
4590,bmw,X5,4.8 IS Sports Activity,2004,SUV,Front,4802,8,V,Diesel,Automatic,4WD,21,Very Large,1,1,243,5.5,180,5,5
4321,bmw,Z4,Roadster 2.2i,2004,Convertible,Front,2171,6,in-line,Gasoline - Premium,Manual,Rear,21,Large,1,0,250,5.0,160,4,2
57392,bmw,Z4,Roadster 2.2i Automatic,2004,Convertible,Front,2171,6,in-line,Gasoline - Premium,Automatic,Rear,21,Large,1,1,250,5.0,160,4,2
5006,bmw,Z4,Roadster 2.5i,2004,Convertible,Front,2494,6,in-line,Gasoline - Premium,Manual,Rear,21,Large,1,0,250,5.0,160,4,2
57393,bmw,Z4,Roadster 2.5i Automatic,2004,Convertible,Front,2494,6,in-line,Gasoline - Premium,Automatic,Rear,21,Large,1,1,250,5.0,160,4,2
4373,bmw,Z4,Roadster 3.0i,2004,Convertible,Front,2983,6,in-line,Gasoline - Premium,Automatic,Rear,21,Large,1,1,250,5.0,160,4,2
5696,bmw,116,i,2005,Sedan,Front,1596,4,in-line,Gasoline,Manual,Rear,20,Medium,0,0,220,7.0,160,4,4
4744,bmw,316,i,2005,Sedan,Front,1795,4,in-line,Gasoline - Premium,Manual,Rear,20,Medium,0,0,220,7.0,160,4,4
52988,bmw,316,i Automatic,2005,Sedan,Front,1795,4,in-line,Gasoline - Premium,Automatic,Rear,20,Medium,0,1,220,7.0,160,4,4
5656,bmw,316,i Touring,2005,Station Wagon,Front,1794,4,in-line,Gasoline - Premium,Manual,Rear,20,Medium,0,0,220,7.0,160,4,4
52989,bmw,316,i Touring Automatic,2005,Station Wagon,Front,1794,4,in-line,Gasoline - Premium,Automatic,Rear,20,Medium,0,1,220,7.0,160,4,4
4335,bmw,316,ti Compact,2005,Hatchback,Front,1794,4,in-line,Gasoline - Premium,Manual,Rear,20,Medium,0,0,220,7.0,160,4,4
52990,bmw,316,ti Compact Automatic,2005,Hatchback,Front,1794,4,in-line,Gasoline - Premium,Automatic,Rear,20,Medium,0,1,220,7.0,160,4,4
4832,bmw,318,Ci,2005,Coupe,Front,1995,4,in-line,Gasoline - Premium,Manual,Rear,20,Medium,0,0,220,7.0,160,4,4
53000,bmw,318,Ci Automatic,2005,Coupe,Front,1995,4,in-line,Gasoline - Premium,Automatic,Rear,20,Medium,0,1,220,7.0,160,4,4
5508,bmw,318,Compact,2005,Hatchback,Front,1796,4,in-line,Gasoline,Manual,Rear,20,Medium,0,0,220,7.0,160,4,4
5106,bmw,318,d,2005,Sedan,Front,1995,4,in-line,Diesel,Manual,Rear,20,Medium,0,0,220,7.0,160,4,4
4156,bmw,318,d Touring,2005,Station Wagon,Front,1995,4,in-line,Diesel,Manual,Rear,20,Medium,0,0,220,7.0,160,4,4
4203,bmw,318,i,2005,Sedan,Front,1995,4,in-line,Gasoline - Premium,Manual,Rear,20,Medium,0,0,220,7.0,160,4,4
4338,bmw,318,i Automatic,2005,Sedan,Front,1995,4,in-line,Gasoline - Premium,Automatic,Rear,20,Medium,0,1,220,7.0,160,4,4
5036,bmw,318,i Touring,2005,Station Wagon,Front,1995,4,in-line,Gasoline - Premium,Manual,Rear,20,Medium,0,0,220,7.0,160,4,4
5633,bmw,318,i Touring Automatic,2005,Station Wagon,Front,1995,4,in-line,Gasoline - Premium,Automatic,Rear,20,Medium,0,1,220,7.0,160,4,4
4961,bmw,318,td Compact,2005,Hatchback,Front,1995,4,in-line,Diesel,Manual,Rear,20,Medium,0,0,220,7.0,160,4,4
4630,bmw,318,ti Compact,2005,Coupe,Front,1993,4,in-line,Gasoline - Premium,Manual,Rear,20,Medium,0,0,220,7.0,160,4,4
4510,bmw,318,ti Compact Automatic,2005,Coupe,Front,1995,4,in-line,Gasoline - Premium,Automatic,Rear,20,Medium,0,1,220,7.0,160,4,4
5222,bmw,318,Touring,2005,Station Wagon,Front,1796,4,in-line,Gasoline - Premium,Manual,Rear,20,Medium,0,0,220,7.0,160,4,4
5576,bmw,320,Cd,2005,Coupe,Front,1995,4,in-line,Diesel,Automatic,Rear,20,Medium,0,1,220,7.0,160,4,4
5408,bmw,320,Cd Cabriolet,2005,Convertible,Front,1995,4,in-line,Diesel,Manual,Rear,20,Medium,0,0,220,7.0,160,4,4
53016,bmw,320,Cd Cabriolet Automatic,2005,Convertible,Front,1995,4,in-line,Diesel,Automatic,Rear,20,Medium,0,1,220,7.0,160,4,4
4635,bmw,320,Ci,2005,Coupe,Front,2171,6,in-line,Gasoline - Premium,Manual,Rear,20,Large,1,0,220,7.0,160,4,4
53017,bmw,320,Ci Automatic,2005,Coupe,Front,2171,6,in-line,Gasoline - Premium,Automatic,Rear,20,Large,1,1,220,7.0,160,4,4
5133,bmw,320,Ci Cabriolet,2005,Convertible,Front,2171,6,in-line,Gasoline - Premium,Manual,Rear,20,Large,1,0,220,7.0,160,4,4
53018,bmw,320,Ci Cabriolet Automatic,2005,Convertible,Front,2171,6,in-line,Gasoline - Premium,Automatic,Rear,20,Large,1,1,220,7.0,160,4,4
5391,bmw,320,d,2005,Sedan,Front,1995,4,in-line,Diesel,Manual,Rear,20,Medium,0,0,220,7.0,160,4,4
5575,bmw,320,d Automatic,2005,Sedan,Front,1995,4,in-line,Diesel,Automatic,Rear,20,Medium,0,1,220,7.0,160,4,4
5320,bmw,320,d Touring,2005,Station Wagon,Front,1995,4,in-line,Diesel,Automatic,Rear,20,Medium,0,1,220,7.0,160,4,4
5227,bmw,320,i,2005,Sedan,Front,1993,4,in-line,Gasoline - Premium,Manual,Rear,20,Medium,0,0,220,7.0,160,4,4
